utterance,category
where do i see the goddamn current status of the refund,REFUND
i try to set up the bloody secondary shipping address,SHIPPING_ADDRESS
i have got to check when wipl my package arrive can uhelp me,DELIVERY
how could i know if there is anything new on my restitution,REFUND
how to change order 113542617735902,ORDER
can you help me acuiring a few of your item?,ORDER
need to see the available payment options how to do it,PAYMENT
can ya help me reporting a goddamn trouble with payment,PAYMENT
I'd like to check when will my item arrive help me,DELIVERY
i need assistance to check the ETA of purchase 00123842,ORDER
how do i request a damn refund of my money,REFUND
how could i report a damn trouble with payment,PAYMENT
how do i lodge a claim against ur company,FEEDBACK
are charges for ur damn services refundabel,REFUND
where to check the early exit charge,CANCELLATION_FEE
i have a problem modifying the address,SHIPPING_ADDRESS
i need help acquiring soome of ur product,ORDER
could uhelp me to  file a customer reclamation,FEEDBACK
I cannot findthe termination charges,CANCELLATION_FEE
how to check your accepted payment options ?,PAYMENT
editimg purchase 370795561790,ORDER
I'd like to see what damn shipping options are there,DELIVERY
I'm trying to  check the cancellation penalty,CANCELLATION_FEE
the bloody address changed i need help to edit it,SHIPPING_ADDRESS
i cannot change order 370795561790,ORDER
what do I have to do to lodge as consumer claim?,FEEDBACK
I'm trying to find hte delivery period,DELIVERY
need to check my reimbursement status how to do it,REFUND
i need assistance getting damn rebates of my money,REFUND
I'd like to cancel the order i have made,ORDER
I do not know how to see what shipment methods you offer,DELIVERY
i dont know how to send feedback about a product,FEEDBACK
i paid $1200 for an aritcle need help obtaining a refund,REFUND
will you show me the fucking ETA of  order 732201349959?,ORDER
were do i demand a bloody restitution of my money,REFUND
I'd like to modify the shipping address help me,SHIPPING_ADDRESS
where could I obtain a compensation of money ?,REFUND
where could i lodge a customer reclamation,FEEDBACK
I want to check in which situations can Irequest a refund,REFUND
I'm unhappy with ur services how can i lodge a reclamation,FEEDBACK
I need help informing of bloody payment pproblems,PAYMENT
I need assistance to receive goddamn rebates of money,REFUND
I have to know if there are any news on my damn compensation,REFUND
I want assistance demanding a refun of money,REFUND
"I need to earn a product, will you heop me?",ORDER
could uhelp me to check ur damn allowed payment options,PAYMENT
wanna lodge a bloody complainy i need help,FEEDBACK
how to correct the goddamn address,SHIPPING_ADDRESS
want assistance to solve a trouble with online payment,PAYMENT
i want help to edit my damn delivery address,SHIPPING_ADDRESS
can i check ur alloewd payment modalities,PAYMENT
how do I check how soon can I expect the bloody order?,DELIVERY
wanna see in which cases can i request reimbursements,REFUND
how to file a customer reclamation against ur business,FEEDBACK
need assistance seeing the current status of my compensation,REFUND
where could i check if there is anything new on the rebate,REFUND
I try ot acquire a goddamn product,ORDER
I want assistance to check the early termination penalties,CANCELLATION_FEE
could ay help me canceling order 113542617735902,ORDER
how to see if there is anything new on the fucking rebate,REFUND
help sweing when my damn order is gonna arrive,DELIVERY
I'd like to check my rebate current status,REFUND
help me to make a fucking reclamation against ur business,FEEDBACK
i do not know how to check order 00004587345 current status,ORDER
i dont know how to see the cancellation charge,CANCELLATION_FEE
i want help tocheck the cancellation charges,CANCELLATION_FEE
i need assistance to file a claim,FEEDBACK
how could i buy several products,ORDER
need help to see in what cases can I request a reimbursement,REFUND
i do not know how to order some damn articles,ORDER
i want supports trying to edit the bloody delivery address,SHIPPING_ADDRESS
help me to  solve fucking payment errors,PAYMENT
could ya help me demand a compensation of money,REFUND
want help removing an item from order 113542617735902,ORDER
help seeing how soon can I expect my product,DELIVERY
need help seeing in which cases can I request refunds,REFUND
iwant help informing of a trouble with online payment,PAYMENT
how could i edit the delivery address,SHIPPING_ADDRESS
need assistance writing an opinion for an service,FEEDBACK
where could I see when my order is going to arrive ?,DELIVERY
i try to see the termination penalties,CANCELLATION_FEE
i have got to ese what delivery methods uoffer,DELIVERY
i want assistance to notify of an error with payment,PAYMENT
need help with a bloody shipping adress update,SHIPPING_ADDRESS
i have to edit the address,SHIPPING_ADDRESS
help mer inform of troubles with online payments,PAYMENT
i try to inform of a fucking trouble with online payment,PAYMENT
i cant change order 00004587345,ORDER
i dont want this order,ORDER
check if there is anything wrong with my rebate,REFUND
want help reporting a payment issue,PAYMENT
where could i see the damn eta of ordr 00004587345,ORDER
where can i set up my bloody new delivery address,SHIPPING_ADDRESS
I want to remove several products frpm order 732201349959,ORDER
need assistance checking my rebate current status,REFUND
will ya tell me the damn payment modalities,PAYMENT
assistance with canceling the last order I made,ORDER
need help to see ru damn allowed payment options,PAYMENT
can uhelp me to cancel my last purchase,ORDER
i want help to ask  for compensations,REFUND
need help checking what options for delivery i have,DELIVERY
can ya help me to notyify of a damn payment issue,PAYMENT
i dont know what to do to check my goddamn refund status,REFUND
i need help asking for a restitution of my money,REFUND
i have errors submitting a secondary shippoing address,SHIPPING_ADDRESS
i cannot enter another fucking shipping address,SHIPPING_ADDRESS
I try to acquire a few of your article,ORDER
i have to modify purchase 732201349959 help me,ORDER
can ya help me send bloody feedbacxk about ur company,FEEDBACK
assistance cjecking purchase 113542617735902 status,ORDER
wanna add several bloody iotems to order 732201349959,ORDER
i paid $299 for this item i need to get a goddamn rebate,REFUND
how can i find information about the methods for shikpping,DELIVERY
could uhelp me to check the refund current status,REFUND
I try to get fucking refunds of money,REFUND
i have to notify of a problem with payments,PAYMENT
i call to see how soon can i expect my goddamn order,DELIVERY
i want assistance acquiring a product,ORDER
I need assistance with cancelling purchqse 00004587345,ORDER
i  try to make a damn consumer complaint against ur company,FEEDBACK
I'm trying to file a complaint against ur business,FEEDBACK
i need help to get a refund,REFUND
there is a trouble editing my delivery address,SHIPPING_ADDRESS
where do I see if there are any news on my compensation?,REFUND
where do i file a customer claim against ur company,FEEDBACK
need assistance to check the fucking shipping methods,DELIVERY
i want ehlp to leave bloody feedback for a service,FEEDBACK
can you help me shop several articles ?,ORDER
I do not know what to do to earn some of your product,ORDER
i cant affor order 00004587345 can uhelp me cancel it,ORDER
"I have to see the status of purchase 00004587345, helpme",ORDER
can i file a claim against ur organization,FEEDBACK
cold I write a fucking review for your products?,FEEDBACK
need to track the compensation how do i do it,REFUND
i need help with canceling purchase 113542617735902,ORDER
assistance checking how soon can i expect my parcel,DELIVERY
i have to see the damn cancellation charge can uhelp me,CANCELLATION_FEE
help seeing when my fucking article is going to arrive,DELIVERY
help me to see in which cases can I ask for the damn refunds,REFUND
can ya help me swapping an article of order 732201349959,ORDER
could ya help me see ur accepted payment methods,PAYMENT
i have to check how long the shipping takes could ya help me,DELIVERY
swhipping to Finland,DELIVERY
i have to see my last order status could i get some help,ORDER
i need help to check what fucking shipping options ya offer,DELIVERY
need help canceling a damn purchase I have made,ORDER
wanna see the damn early termination fees can uhelp me,CANCELLATION_FEE
I'm looking for delivery perods can ya help me finding them,DELIVERY
need to swap something of purchase 113542617735902,ORDER
i dont know what to do to enter the new shipping address,SHIPPING_ADDRESS
can you help me do a damn purchase?,ORDER
i have to check ur damn payment options i need assistance,PAYMENT
I'd like information about a shipping address update,SHIPPING_ADDRESS
i dont know how ot leave an opinion for ur products,FEEDBACK
would it be possible to place an order from Toronto?,DELIVERY
want assistance to leave a damn opinion for your company,FEEDBACK
i dont know how i could submit another delivery address,SHIPPING_ADDRESS
can utell me more about the goddamn shipment options,DELIVERY
need to see the withdrawal penalties,CANCELLATION_FEE
